"Question","Answer"
"What's the difference between a red team and a pentest?","A pentest focuses on finding as many vulnerabilities as possible in a defined scope and timeframe. Red teaming simulates a realistic adversary — it's goal-oriented, uses stealth, and tests the organization's detection and response capabilities."
"Explain the MITRE ATT&CK framework","MITRE ATT&CK is a knowledge base of adversary tactics and techniques based on real-world observations. It maps the attack lifecycle from initial access through impact, helping defenders understand and anticipate attacker behavior."
"What are indicators of compromise?","IOCs are forensic artifacts that suggest a system has been breached: unusual network traffic patterns, unexpected file changes, suspicious login attempts, known malicious IP addresses, file hashes matching malware signatures."
"How does malware analysis work?","Malware analysis examines malicious software to understand its behavior, origin, and impact. Static analysis inspects the code without running it. Dynamic analysis executes it in a sandboxed environment and observes its behavior."
"What is threat modeling?","Threat modeling is a structured process for identifying potential threats to a system, assessing their severity, and determining appropriate countermeasures. Popular frameworks include STRIDE, PASTA, and attack trees."
"Explain the STRIDE model","STRIDE categorizes threats into six types: Spoofing identity, Tampering with data, Repudiation, Information disclosure, Denial of service, and Elevation of privilege. It helps systematically identify threats during system design."
"What's the principle of least privilege?","Least privilege means giving users and processes only the minimum permissions they need to perform their tasks. If an account is compromised, the damage is limited to what that account can access."
"How do I secure an API?","Key practices: use authentication and authorization on every endpoint, validate all input, use HTTPS, implement rate limiting, don't expose sensitive data in responses, use API keys or OAuth tokens, and log all access."
"What is a man-in-the-middle attack?","An MITM attack intercepts communication between two parties without their knowledge. The attacker can eavesdrop, modify messages, or inject new content. HTTPS and certificate pinning are primary defenses."
"Tell me about ransomware","Ransomware encrypts a victim's files and demands payment for the decryption key. It typically spreads through phishing emails, exploit kits, or compromised remote access. Prevention includes backups, patching, and user training."
"What's the difference between IDS and IPS?","An Intrusion Detection System monitors network traffic and alerts on suspicious activity — it's passive. An Intrusion Prevention System also actively blocks detected threats in real-time — it sits inline with traffic."
"How do I respond to a security incident?","Follow your incident response plan: 1) Identify and confirm the incident, 2) Contain the threat to prevent spread, 3) Eradicate the root cause, 4) Recover affected systems, 5) Document lessons learned and update defenses."
"What is a SOC?","A Security Operations Center is a centralized team that monitors, detects, and responds to security incidents 24/7. SOC analysts use SIEM tools, threat intelligence, and playbooks to protect the organization."
"Explain SIEM to me","A Security Information and Event Management system collects and correlates log data from across your environment. It identifies patterns that might indicate an attack, generates alerts, and helps with forensic investigation."
"What's network segmentation?","Network segmentation divides a network into smaller isolated zones. If an attacker compromises one segment, they can't easily move laterally to others. It limits blast radius and is a core defense-in-depth strategy."
"How does DNS work in the context of security?","DNS translates domain names to IP addresses. Attackers exploit it through DNS spoofing, tunneling data through DNS queries, or hijacking DNS to redirect traffic. DNSSEC and DNS monitoring help defend against these attacks."
"What is a honeypot?","A honeypot is a decoy system designed to attract attackers. It appears to be a legitimate target but is actually monitored to study attack techniques, detect intrusions, and divert attackers from real assets."
"Explain the concept of defense in depth","Defense in depth layers multiple security controls so that if one fails, others still protect the system. It combines physical security, network controls, endpoint protection, access management, and monitoring."
"What's a security audit?","A security audit is a systematic evaluation of an organization's security posture. It reviews policies, configurations, access controls, and compliance against standards like ISO 27001 or NIST. It identifies gaps and recommends improvements."
"How do I create a security policy?","Start by identifying your assets and risks. Define acceptable use, access control, incident response, data handling, and password requirements. Get executive buy-in, train employees, and review the policy regularly."
"What is data loss prevention?","DLP technologies monitor, detect, and prevent unauthorized transmission of sensitive data. They can block emails containing credit card numbers, prevent copying files to USB drives, or flag suspicious cloud uploads."
"Tell me about container security","Containers introduce unique security challenges: image vulnerabilities, misconfigured orchestrators, exposed secrets, and runtime threats. Scan images before deployment, use minimal base images, enforce network policies, and monitor runtime behavior."
"What's cloud security different from on-premises?","Cloud shifts responsibility — the provider secures infrastructure, but you secure your configurations, data, and access. Misconfigurations are the top cloud risk. Understand the shared responsibility model for your provider."
"Explain the OWASP Top 10","The OWASP Top 10 lists the most critical web application security risks: injection, broken authentication, sensitive data exposure, XXE, broken access control, misconfiguration, XSS, insecure deserialization, vulnerable components, and insufficient logging."
"What is privilege escalation?","Privilege escalation is when an attacker gains higher permissions than they're authorized for. Vertical escalation moves from user to admin. Horizontal escalation accesses another user's resources at the same privilege level."
"How do I secure a web application?","Start with input validation, output encoding, parameterized queries, secure authentication, HTTPS everywhere, Content Security Policy headers, regular dependency updates, and security testing in your CI/CD pipeline."
"What's the difference between authentication and authorization?","Authentication verifies who you are — proving your identity with credentials. Authorization determines what you can do — checking your permissions and access level after identity is confirmed."
"Explain the kill chain","Lockheed Martin's Cyber Kill Chain maps seven stages of a cyberattack: reconnaissance, weaponization, delivery, exploitation, installation, command and control, and actions on objectives. Disrupting any stage can stop the attack."
"What are common password attacks?","Brute force tries every combination. Dictionary attacks use common word lists. Credential stuffing reuses leaked passwords. Rainbow tables use precomputed hashes. Password spraying tries common passwords across many accounts."
"How does certificate-based authentication work?","Digital certificates use public-key cryptography to verify identity. A trusted Certificate Authority signs the certificate, binding a public key to an identity. The holder proves ownership by signing challenges with their private key."
"What's the role of threat intelligence?","Threat intelligence provides context about current and emerging threats: who is attacking, how they operate, what they target, and what indicators to watch for. It helps security teams make informed, proactive decisions."
"How do security tokens work?","Security tokens generate one-time codes for authentication. Hardware tokens like YubiKeys store cryptographic keys. Software tokens like authenticator apps use time-based algorithms to generate codes that expire every 30 seconds."
"What is sandboxing?","Sandboxing isolates a program in a restricted environment where it can execute without affecting the host system. It's used to analyze suspicious files, test untrusted code, and limit the impact of browser exploits."
"Explain the concept of attack surface","The attack surface is the total number of points where an attacker could try to enter or extract data from a system. Minimizing it — closing unnecessary ports, removing unused services, limiting permissions — reduces risk."
"What's a WAF?","A Web Application Firewall filters HTTP traffic between the internet and your web application. It blocks common attacks like SQL injection, XSS, and file inclusion by inspecting requests against a set of rules."
"How does log analysis help security?","Logs record system events, user actions, and network activity. Analyzing them reveals anomalies: failed login spikes, unusual data transfers, privilege changes, or access to sensitive resources at odd hours."
"What is secure coding?","Secure coding means writing software that resists attacks by design: validating all input, encoding output, using parameterized queries, proper error handling, managing secrets safely, and following least privilege."
"Tell me about OAuth","OAuth is an authorization framework that lets third-party applications access resources on behalf of a user without exposing their password. It uses tokens with scoped permissions instead of sharing credentials directly."
"What's the difference between TCP and UDP security-wise?","TCP is connection-oriented with handshakes — easier to track and filter. UDP is connectionless and faster but harder to secure. DDoS attacks often use UDP amplification because it doesn't require a handshake."
"How do I harden a Linux server?","Disable unused services, configure a firewall, enable SELinux or AppArmor, use SSH key-based auth, disable root login, keep packages updated, set up automated security patches, configure logging and monitoring."
"What is a supply chain attack?","A supply chain attack compromises a trusted vendor, library, or update mechanism to distribute malware to downstream users. SolarWinds is a prominent example. Defenses include vendor vetting, code signing, and dependency monitoring."
"Explain session hijacking","Session hijacking steals or predicts a user's session token to impersonate them. Methods include sniffing unencrypted traffic, XSS, or session fixation. HTTPS, secure cookie flags, and session rotation help prevent it."
"What's the role of a CISO?","The Chief Information Security Officer leads an organization's security strategy. They manage risk, set policy, oversee the security team, communicate with executives, ensure compliance, and guide security investments."
"How do I handle a data breach?","Activate your incident response plan. Contain the breach, assess what data was exposed, notify affected parties and regulators as required, engage forensics, remediate the vulnerability, and document everything."
"What is DevSecOps?","DevSecOps integrates security into every phase of software development rather than treating it as an afterthought. It means automated security testing in CI/CD, infrastructure as code scanning, and shared security responsibility."
"Tell me about insider threats","Insider threats come from people within the organization who misuse their access. They can be malicious or negligent. Monitoring, access controls, behavioral analytics, and training help mitigate the risk."
"What's a security baseline?","A security baseline is a minimum set of security configurations for a system. Examples include CIS Benchmarks or DISA STIGs. They define required settings for OS hardening, access control, logging, and patching."
"What are the risks of public Wi-Fi?","Public Wi-Fi is unencrypted and shared. Risks include eavesdropping, MITM attacks, evil twin access points, and session hijacking. Use a VPN and avoid accessing sensitive accounts on public networks."
"Explain what NIST is","NIST develops cybersecurity frameworks and guidelines used worldwide. The NIST Cybersecurity Framework provides a structured approach to managing cyber risk through five functions: Identify, Protect, Detect, Respond, Recover."
"What's compliance vs security?","Compliance means meeting regulatory requirements — checkbox-driven. Security is about actually protecting systems from real threats. You can be compliant but insecure if you only do the minimum. True security goes beyond compliance."
"How do I build a home lab for security practice?","Start with VirtualBox or VMware. Set up vulnerable VMs like DVWA or Metasploitable. Add a Kali Linux attack machine. Practice scanning, exploitation, and incident response in a safe, isolated environment."
"What is fuzzing?","Fuzzing feeds random, unexpected, or malformed data to a program to find crashes and security vulnerabilities. It's effective at discovering bugs that manual testing misses, especially in parsers and protocol handlers."
"Explain what a CASB does","A Cloud Access Security Broker sits between users and cloud services, enforcing security policies. It provides visibility into cloud usage, prevents data leakage, detects threats, and ensures compliance."
"What is zero trust?","Zero trust assumes no user, device, or network is inherently trusted. Every access request must be verified, authorized, and encrypted. The principle is never trust, always verify — even inside the corporate perimeter."
"How do I start in bug bounty hunting?","Learn web security fundamentals first — OWASP Top 10, Burp Suite, HTTP protocol. Start with beginner programs on HackerOne or Bugcrowd. Practice on vulnerable apps. Read disclosed reports to learn techniques."
"What's lateral movement?","After initial access, attackers move laterally through the network to reach valuable targets using credential theft, trust exploitation, or pivoting. Network segmentation and monitoring help detect and contain it."
"Tell me about security awareness training","Security awareness training educates employees about threats like phishing and social engineering. Effective programs use simulated phishing, interactive modules, and regular updates. Human behavior is often the weakest link."
"What's the difference between a threat and a risk?","A threat is a potential harmful event. Risk combines the likelihood of that threat with its impact. Risk assessment helps prioritize which threats to address first based on probability and potential damage."
"How does EDR work?","Endpoint Detection and Response continuously monitors endpoints for suspicious behavior, collects telemetry, and enables rapid investigation. Unlike signature-based antivirus, EDR detects novel threats through behavioral analysis."
"What is data classification?","Data classification categorizes information by sensitivity — public, internal, confidential, restricted. It determines security controls for each level: who can access it, how it's stored, transmitted, and destroyed."
"Explain PKI","Public Key Infrastructure is the system of certificates and certificate authorities that verify digital identities. It enables secure email, code signing, VPNs, and HTTPS through chains of trust."
"What are the phases of incident response?","Preparation, Identification, Containment, Eradication, Recovery, and Lessons Learned. Each phase has specific activities, and skipping any phase weakens the overall response effectiveness."
"How do I secure a database?","Encrypt data at rest and in transit, use parameterized queries, implement least-privilege access, audit queries, keep the DBMS patched, disable default accounts, restrict network access, and maintain backups."
"What's a CVE?","Common Vulnerabilities and Exposures is a standardized identifier for known security flaws. Each entry includes a description, severity score, affected products, and references for tracking and communication."
"How do I read a vulnerability report?","Focus on the CVE ID, CVSS score, affected versions, attack vector, prerequisites, impact, and whether a patch exists. This tells you severity, exploitability, and urgency of remediation."
"What is a reverse shell?","A reverse shell is when a compromised machine connects back to the attacker, giving remote command-line access. It bypasses firewalls blocking inbound connections since the traffic flows outbound from the target."
"Explain SAST and DAST","SAST analyzes source code without running it — finds issues early. DAST tests the running application from outside — finds runtime vulnerabilities. Both are complementary and should be part of your security pipeline."
"What's the difference between a scan and a pentest?","A vulnerability scan is automated and identifies known weaknesses. A penetration test is manual and creative — a skilled tester exploits vulnerabilities, chains them, and demonstrates real-world impact."
"I'm feeling stuck on this topic","No worries, that's normal. Security is vast. Let's try a different angle — which part is giving you trouble? Sometimes rephrasing helps it click."
"Can you simplify that?","Of course. Which part was unclear? I can break it down step by step or use an analogy to make it more concrete."
"I think I understand now","Great! Try explaining it back to me in your own words — that's the best way to confirm understanding."
"This is really helpful","Glad to hear it! Keep asking questions. The more you explore, the deeper your understanding gets."
"Let's change topics","Sure thing. What would you like to discuss next?"
"I need to go, thanks","You're welcome! Come back anytime. Good luck with your security work."
"Can you quiz me?","Sure! What are the three components of the CIA triad, and can you give a real-world example of each?"
"What should I learn next?","That depends on where you are. If you've covered fundamentals, pick a specialization: pentesting, incident response, cloud security, or appsec. Which interests you most?"
"I made a mistake in my security setup","Let's figure out what went wrong. Describe what you configured and what behavior you're seeing, and we'll trace it to the root cause."
"How do I stay updated on security news?","Follow Krebs on Security, The Hacker News, SANS ISC, and vendor advisories. Join communities on Reddit r/netsec or security Discord servers. Subscribe to CVE feeds for your stack."
"What certifications should I pursue?","For entry-level: CompTIA Security+ for broad foundations. For offensive: OSCP for pentesting. For management: CISSP for governance and strategy. Choose based on your career direction."
"Is cybersecurity a good career?","Strong demand, competitive salaries, constant challenges, and a significant global talent shortage. If you enjoy problem-solving and continuous learning, it's an excellent path."
