Question,Answer
"What are valid accounts (T1078)?","T1078 Valid Accounts is a technique where adversaries use stolen or purchased legitimate credentials to blend in with normal traffic. Sub-techniques include default accounts (T1078.001), domain accounts (T1078.002), local accounts (T1078.003), and cloud accounts (T1078.004)."
"What is supply chain compromise (T1195)?","T1195 Supply Chain Compromise involves tampering with software, hardware, or update mechanisms before delivery to the victim. Sub-techniques cover software supply chain (T1195.002) and hardware supply chain (T1195.003)."
"What is command and scripting interpreter (T1059)?","T1059 covers adversaries abusing command-line and scripting interpreters to execute commands. Sub-techniques include PowerShell (T1059.001), AppleScript (T1059.002), Windows Command Shell (T1059.003), Unix Shell (T1059.004), Visual Basic (T1059.005), Python (T1059.006), and JavaScript (T1059.007)."
"What is Windows Management Instrumentation (T1047)?","T1047 WMI allows adversaries to execute commands and payloads remotely on Windows systems. Defenders should monitor WMI process creation events (WmiPrvSE.exe spawning child processes) and audit WMI subscriptions."
"What is scheduled task/job (T1053)?","T1053 covers adversaries creating or modifying scheduled tasks for execution or persistence. Sub-techniques include at (T1053.002), cron (T1053.003), scheduled task (T1053.005), and systemd timers (T1053.006)."
"What is user execution (T1204)?","T1204 User Execution requires the victim to take action such as opening a malicious file (T1204.002) or clicking a malicious link (T1204.001). Social engineering is typically required to convince the user."
"What is boot or logon autostart execution (T1547)?","T1547 covers mechanisms that run programs at boot or logon, such as registry run keys (T1547.001), authentication packages (T1547.002), kernel modules (T1547.006), or plist modification (T1547.011). These provide reliable persistence."
"What is create account (T1136)?","T1136 Create Account allows adversaries to establish persistence by creating new local (T1136.001), domain (T1136.002), or cloud (T1136.003) accounts they control, bypassing the need for compromised credentials."
"What is server software component (T1505)?","T1505 covers adversaries abusing server software for persistence, notably web shells (T1505.003). Web shells are scripts planted on web servers that provide remote command execution through HTTP requests."
"What are BITS jobs (T1197)?","T1197 BITS Jobs abuse the Windows Background Intelligent Transfer Service to download or upload files stealthily and maintain persistence. BITS jobs survive reboots and can be configured to execute programs on completion."
"What is exploitation for privilege escalation (T1068)?","T1068 involves exploiting software vulnerabilities to gain elevated privileges. Attackers commonly target kernel bugs, SUID binaries, or unpatched local services. Patching and least-privilege configurations are primary defenses."
"What is process injection (T1055)?","T1055 Process Injection allows adversaries to run code in the address space of another process to evade detection and elevate privileges. Sub-techniques include DLL injection (T1055.001), process hollowing (T1055.012), and thread execution hijacking (T1055.003)."
"What is access token manipulation (T1134)?","T1134 Access Token Manipulation lets adversaries modify or steal Windows access tokens to impersonate other users or escalate privileges. Sub-techniques include token impersonation (T1134.001) and creating processes with tokens (T1134.002)."
"What is obfuscated files or information (T1027)?","T1027 covers adversaries encoding, encrypting, or otherwise obfuscating payloads and scripts to evade content-based detection. Sub-techniques include binary padding (T1027.001), steganography (T1027.003), and compile-after-delivery (T1027.004)."
"What is masquerading (T1036)?","T1036 Masquerading involves adversaries renaming files, processes, or services to look legitimate. Sub-techniques include matching legitimate names (T1036.005), right-to-left override (T1036.002), and renaming utilities (T1036.003)."
"What is indicator removal (T1070)?","T1070 Indicator Removal covers adversaries deleting or modifying forensic artifacts. Sub-techniques include clearing Windows event logs (T1070.001), clearing Linux logs (T1070.002), file deletion (T1070.004), and timestomping (T1070.006)."
"What are rootkits (T1014)?","T1014 Rootkits are software that hides the existence of malware by intercepting and modifying OS API calls. They can operate in user-mode or kernel-mode, making detection extremely difficult without specialized tools."
"What is OS credential dumping (T1003)?","T1003 covers techniques that extract credentials from the operating system. Key sub-techniques include LSASS Memory (T1003.001), Security Account Manager (T1003.002), NTDS (T1003.003), LSA Secrets (T1003.004), and /etc/passwd or /etc/shadow (T1003.008)."
"What is brute force (T1110)?","T1110 Brute Force covers systematically guessing credentials. Sub-techniques include password guessing (T1110.001), password cracking (T1110.002), password spraying (T1110.003), and credential stuffing (T1110.004). Account lockout policies and MFA are primary defenses."
"What is credentials from password stores (T1555)?","T1555 targets credentials stored in password managers, browsers (T1555.003), or OS keychains (T1555.001). Attackers extract saved passwords by reading browser profile databases or using tools like LaZagne."
"What is Kerberoasting (T1558.003)?","T1558.003 Kerberoasting requests Kerberos service tickets for accounts with SPNs, then cracks the ticket offline to obtain plaintext passwords. Defenders should use long, complex service account passwords and monitor for anomalous TGS requests."
"What is remote services (T1021)?","T1021 covers adversaries using legitimate remote services for lateral movement, including RDP (T1021.001), SMB/Windows Admin Shares (T1021.002), SSH (T1021.004), and VNC (T1021.005)."
"What is pass the hash (T1550.002)?","T1550.002 Pass the Hash allows adversaries to authenticate using stolen NTLM password hashes without knowing the plaintext password. Defenders should enforce credential guard, limit NTLM usage, and use privileged access workstations."
"What is internal spearphishing (T1534)?","T1534 Internal Spearphishing occurs after initial compromise when adversaries use a trusted internal account to send phishing messages to other employees, leveraging established trust to expand access."
"What is data from local system (T1005)?","T1005 covers adversaries searching local file systems for sensitive data such as documents, configuration files, or credentials before exfiltration. Monitor for bulk file access patterns from unusual processes."
"What is screen capture (T1113)?","T1113 Screen Capture lets adversaries take screenshots to capture sensitive information displayed on screen. Detect by monitoring for screen capture API calls or unexpected use of screenshot utilities."
"What is clipboard data (T1115)?","T1115 Clipboard Data involves adversaries monitoring or reading clipboard contents to capture passwords, commands, or other sensitive data that users copy and paste."
"What is application layer protocol for C2 (T1071)?","T1071 covers C2 communication over standard application protocols. Sub-techniques include web protocols HTTP/HTTPS (T1071.001), file transfer protocols (T1071.002), mail protocols (T1071.003), and DNS (T1071.004)."
"What is encrypted channel (T1573)?","T1573 Encrypted Channel covers adversaries encrypting C2 traffic to prevent content inspection. Sub-techniques include symmetric (T1573.001) and asymmetric (T1573.002) cryptography. TLS inspection and JA3/JA3S fingerprinting help detect anomalous encrypted sessions."
"What is proxy (T1090)?","T1090 Proxy involves adversaries routing C2 traffic through intermediary systems to obscure their infrastructure. Sub-techniques include internal proxy (T1090.001), external proxy (T1090.002), multi-hop proxy (T1090.003), and domain fronting (T1090.004)."
"What is ingress tool transfer (T1105)?","T1105 Ingress Tool Transfer covers adversaries downloading additional tools or malware to compromised systems after initial access. Monitor for unusual outbound downloads and living-off-the-land binaries like certutil, curl, or wget used by non-admin users."
"What is exfiltration over C2 channel (T1041)?","T1041 covers adversaries exfiltrating stolen data through their existing C2 channel rather than opening new connections. This blends exfiltration traffic with normal C2 communications, making detection harder."
"What is exfiltration over web service (T1567)?","T1567 covers exfiltration to legitimate cloud services. Sub-techniques include exfiltration to code repositories (T1567.001) and exfiltration to cloud storage (T1567.002) such as Google Drive, Dropbox, or Mega. Monitor for anomalous uploads to these services."
"What is automated exfiltration (T1020)?","T1020 Automated Exfiltration involves adversaries using scripts or tools to automatically collect and exfiltrate data on a schedule or when certain conditions are met, rather than performing manual extraction."
"How does ATT&CK apply to Linux environments?","ATT&CK covers Linux-specific techniques including cron jobs (T1053.003), Unix shell execution (T1059.004), setuid/setgid abuse, SSH hijacking, and /etc/passwd credential access. Linux defenders should focus on auditd logging and syslog monitoring."
"How does ATT&CK apply to macOS?","ATT&CK includes macOS techniques such as launch agents/daemons (T1543.001/004), plist modification (T1547.011), AppleScript execution (T1059.002), and keychain credential access (T1555.001). Endpoint security tools should leverage the macOS Endpoint Security framework."
"How does ATT&CK map to Azure AD attacks?","ATT&CK for Cloud covers Azure AD techniques including cloud account creation (T1136.003), token theft from OAuth apps, consent grant attacks, and federation trust manipulation. Monitor Azure AD sign-in and audit logs for suspicious activity."
"How does ATT&CK cover AWS attacks?","AWS-specific ATT&CK techniques include cloud credential access via instance metadata (T1552.005), CloudTrail log disabling (T1562.008), creating IAM keys for persistence, and Lambda function abuse for execution."
"How does ATT&CK apply to GCP environments?","GCP techniques in ATT&CK include service account key theft, compute instance abuse, cloud storage exfiltration, and disabling Cloud Logging. Defenders should enforce organization policies, use VPC Service Controls, and monitor Admin Activity logs."
"How does ATT&CK handle container threats?","ATT&CK for Containers covers escape to host (T1611), container administration commands, deploying privileged containers, and accessing the container API. Defenders should restrict container capabilities, use admission controllers, and monitor container runtime behavior."
"How does ATT&CK apply to mobile platforms?","ATT&CK for Mobile covers Android and iOS attack techniques including malicious app delivery through app stores, accessing device sensors, exploiting OS vulnerabilities, and intercepting network communications."
"How does ATT&CK cover ICS and OT environments?","ATT&CK for ICS documents adversary behaviors targeting industrial control systems, including modifying control logic, manipulating I/O, inhibiting response functions, and damaging equipment. It uses ICS-specific tactics like Inhibit Response Function and Impair Process Control."
"How does ATT&CK apply to SaaS platforms?","ATT&CK covers SaaS-specific behaviors including accessing data through cloud APIs, abusing OAuth tokens for persistent access, email forwarding rules for collection, and manipulating cloud-based collaboration tools."
"How does ATT&CK apply to network infrastructure?","ATT&CK includes techniques targeting network devices such as modifying router firmware, exploiting network appliance vulnerabilities, and manipulating routing tables. Defenders should monitor network device configuration changes and firmware integrity."
"What do defenders need to know about ATT&CK for hybrid cloud?","Hybrid cloud environments require mapping ATT&CK techniques across on-premises, IaaS, PaaS, and SaaS. Attackers often pivot between cloud and on-premises using federated identity, synced credentials, or VPN tunnel access."
"What is ATT&CK for multi-cloud visibility?","Multi-cloud defenders should map ATT&CK techniques across AWS, Azure, and GCP since attackers exploit gaps in cross-cloud monitoring. Normalize cloud audit logs to a common schema and track cloud-specific sub-techniques for each provider."
"What is APT28 (Fancy Bear) in ATT&CK?","APT28 is a Russia-linked threat group tracked in ATT&CK known for phishing (T1566), credential harvesting, OAuth abuse, and using custom malware like X-Agent and Zebrocy. They target government, military, and media organizations."
"What is APT29 (Cozy Bear) in ATT&CK?","APT29 is a Russia-linked threat group known for stealthy, long-term intrusions. ATT&CK documents their use of supply chain compromise (SolarWinds), token theft, cloud abuse, and sophisticated C2 via legitimate web services."
"What is Lazarus Group in ATT&CK?","Lazarus Group is a North Korea-linked threat group documented in ATT&CK for destructive attacks, cryptocurrency theft, and supply chain compromises. They use custom malware families, watering hole attacks, and social engineering targeting developers."
"What is FIN7 in ATT&CK?","FIN7 is a financially motivated threat group in ATT&CK known for targeting retail and hospitality with phishing, JavaScript backdoors (Carbanak), and point-of-sale malware. They operate with business-like structure and use ATT&CK-mapped TTPs extensively."
"What is Sandworm in ATT&CK?","Sandworm is a Russia-linked destructive threat group documented in ATT&CK for attacks on Ukrainian power grids, NotPetya ransomware, and Olympic Destroyer. They use wiper malware, supply chain attacks, and exploit VPN vulnerabilities."
"What is Wizard Spider in ATT&CK?","Wizard Spider is the threat group behind TrickBot and Ryuk/Conti ransomware, documented in ATT&CK. They use phishing for initial access, Cobalt Strike for C2, and deploy ransomware after extensive lateral movement and data staging."
"What is Hafnium in ATT&CK?","Hafnium is a China-linked threat group known for exploiting Exchange Server vulnerabilities (ProxyLogon). ATT&CK documents their use of web shells (T1505.003) for persistence and bulk email collection from compromised mail servers."
"What is LAPSUS$ in ATT&CK?","LAPSUS$ is a threat group documented in ATT&CK known for social engineering, SIM swapping, MFA fatigue attacks, and insider recruitment. They targeted major technology companies and exfiltrated source code repositories."
"What is Scattered Spider in ATT&CK?","Scattered Spider is a threat group known for social engineering help desks, SIM swapping, and targeting identity providers. ATT&CK documents their use of legitimate remote management tools and cloud-based persistence mechanisms."
"How does ATT&CK help track threat groups?","ATT&CK catalogs each threat group's known techniques, software, and campaigns with references to source reports. Analysts can overlay a group's techniques on the Navigator to identify relevant detections for their threat model."
"How do you analyze campaigns using ATT&CK?","Map each phase of a campaign to ATT&CK techniques, identify patterns across multiple incidents attributed to the same group, and compare technique usage evolution over time to predict future behavior."
"What are the challenges of ATT&CK-based attribution?","Attribution based on ATT&CK technique overlap is unreliable because many groups share techniques. Attribution requires combining TTPs with infrastructure analysis, malware code similarity, operational patterns, and intelligence context."
"What are data sources in ATT&CK?","ATT&CK data sources describe the types of telemetry needed to detect techniques, such as process creation, network traffic, file modification, and authentication logs. Each technique lists which data sources and data components are relevant."
"What is detection coverage mapping?","Detection coverage mapping involves documenting which ATT&CK techniques your SIEM rules, EDR detections, and network monitoring can detect, then visualizing gaps to prioritize new detection development."
"How do you write SIEM rules aligned to ATT&CK?","Start with a specific technique, identify the data sources and telemetry needed, define the behavioral pattern in a query, test against known-good baselines for false positives, then tag the rule with ATT&CK technique IDs."
"What are Sigma rules and how do they relate to ATT&CK?","Sigma is a vendor-agnostic detection rule format that maps to ATT&CK techniques. Sigma rules can be converted to Splunk, Elastic, QRadar, and other SIEM queries, enabling portable ATT&CK-aligned detections."
"How do Elastic detection rules use ATT&CK?","Elastic Security provides prebuilt detection rules tagged with ATT&CK technique IDs. Rules use EQL, KQL, or threshold logic and map directly to the ATT&CK matrix, enabling gap analysis against the framework."
"How does Splunk use ATT&CK for correlation searches?","Splunk Enterprise Security includes ATT&CK-mapped correlation searches and the Splunk Security Content library provides hundreds of ATT&CK-aligned detections. The ESCU app maps directly to technique IDs for coverage analysis."
"What is behavioral analytics in ATT&CK context?","Behavioral analytics detect ATT&CK techniques by identifying patterns of behavior rather than static indicators. Examples include detecting lateral movement by correlating authentication events with process creation across multiple hosts."
"What is anomaly-based detection for ATT&CK techniques?","Anomaly detection establishes baselines of normal behavior and alerts on deviations. For ATT&CK, this means baselining command-line usage, network connections, and authentication patterns, then detecting technique execution as statistical outliers."
"What is threshold-based detection?","Threshold detection triggers when an event count exceeds a defined limit within a time window. For ATT&CK, examples include brute force detection (T1110) when failed logins exceed a threshold, or data staging detection via bulk file access."
"What is stack counting for detection?","Stack counting groups events by a field and ranks by frequency to find rare values. For ATT&CK detection, stack counting process names, command-line arguments, or destination IPs surfaces unusual behavior that may indicate technique execution."
"What is frequency analysis in ATT&CK detection?","Frequency analysis examines how often events occur over time to detect beaconing C2 (T1071), periodic exfiltration (T1020), or scheduled task persistence (T1053). Regular intervals in network traffic often indicate automated malware communication."
"What is baselining for ATT&CK detection?","Baselining captures normal system behavior metrics—process trees, network connections, authentication patterns—so that deviations caused by ATT&CK technique execution can be identified through comparison with the established normal."
"How do you tune detection false positives using ATT&CK?","Map false positives to their ATT&CK technique, analyze which legitimate behaviors trigger the detection, add exclusions for known-good processes or accounts, and track the false positive rate per technique over time."
"What is detection-in-depth?","Detection-in-depth means having multiple detection layers for the same ATT&CK technique using different data sources. For example, detecting process injection (T1055) via both API call monitoring and memory analysis provides redundancy."
"What is detection as code?","Detection as code manages SIEM rules in version control with CI/CD pipelines. Rules are tagged with ATT&CK technique IDs, tested against sample data, peer-reviewed, and deployed automatically, enabling measurable coverage tracking."
"What is the ATT&CK Navigator?","The ATT&CK Navigator is a web-based tool for visualizing and annotating the ATT&CK matrix. Teams use it to create heatmaps of detection coverage, threat group overlays, and gap analysis views."
"How do you create heatmaps in ATT&CK Navigator?","In Navigator, assign numeric scores or colors to techniques based on detection confidence, threat relevance, or control coverage. Higher scores appear as warmer colors, creating a visual heatmap of your security posture."
"How do you overlay threat groups in Navigator?","Import a threat group layer from ATT&CK and combine it with your detection coverage layer. The overlay highlights which group techniques you can detect and which represent gaps requiring new detections."
"How do you use Navigator for gap analysis?","Create a layer showing your current detection and prevention capabilities, overlay it with threat group TTPs relevant to your industry, and the uncovered techniques represent your detection gaps ordered by risk."
"How do you compare coverage layers in Navigator?","Navigator supports combining multiple layers with different operations (intersection, union, difference). Compare your coverage before and after a detection sprint, or compare two teams' coverage to identify collaboration opportunities."
"How do you export and import Navigator layers?","Navigator layers are JSON files that can be exported, shared, version-controlled, and imported by other teams. This enables consistent coverage tracking over time and cross-team collaboration on detection priorities."
"Does Navigator have an API?","The Navigator can be self-hosted and its layers are JSON files compatible with the ATT&CK STIX data via the MITRE ATT&CK Python library. Programmatic layer generation enables automated coverage reporting from SIEM rule inventories."
"How do you use custom scoring in Navigator?","Custom scoring assigns numeric values (0-100) to techniques based on criteria like detection confidence, business risk, or threat frequency. This enables quantitative prioritization of detection engineering efforts."
"How do teams collaborate using Navigator?","Teams share Navigator layer files through version control, merge layers from different analysts or tools, and use combined views in security reviews to agree on coverage priorities and track progress over time."
"How is Navigator used for executive reporting?","Navigator heatmaps translate technical coverage data into visual summaries executives can understand. Color-coded matrices showing detection coverage percentage and improvement over time communicate security posture without requiring technical detail."
"What is MITRE D3FEND?","D3FEND is a knowledge graph of defensive countermeasures organized by how they work technically. It complements ATT&CK by providing a structured taxonomy of defensive techniques that map to specific offensive behaviors."
"How is D3FEND organized?","D3FEND organizes defensive techniques into categories: Harden, Detect, Isolate, Deceive, and Evict. Each category contains specific techniques with defined digital artifacts they operate on, linked to the ATT&CK techniques they counter."
"How does D3FEND map to ATT&CK?","D3FEND techniques are linked to ATT&CK techniques through shared digital artifacts. For example, the ATT&CK technique Process Injection (T1055) is countered by D3FEND techniques like Process Segment Execution Prevention and System Call Filtering."
"What is network isolation in D3FEND?","D3FEND network isolation techniques include network segmentation, broadcast domain isolation, and encrypted tunnels. These defensive measures limit lateral movement by controlling which systems can communicate with each other."
"What is credential hardening in D3FEND?","D3FEND credential hardening includes multi-factor authentication, credential rotation, certificate-based authentication, and one-time passwords. These techniques counter ATT&CK credential access techniques like brute force and credential dumping."
"What is application hardening in D3FEND?","D3FEND application hardening covers techniques like application configuration hardening, dead code elimination, and software update. These reduce the attack surface that adversaries exploit for initial access and execution."
"What is platform monitoring in D3FEND?","D3FEND platform monitoring includes system call analysis, firmware verification, and operating system monitoring. These detect ATT&CK execution and persistence techniques by observing low-level platform behavior."
"What is file analysis in D3FEND?","D3FEND file analysis covers file hashing, file content rules (like YARA), dynamic analysis, and emulated file analysis. These techniques detect obfuscated files (T1027) and malicious payloads before or during execution."
"What is process analysis in D3FEND?","D3FEND process analysis includes process spawn analysis, process lineage, and system call analysis. These detect ATT&CK techniques like process injection (T1055) and unusual process trees from execution techniques."
"What is user behavior analysis in D3FEND?","D3FEND user behavior analysis monitors authentication events, authorization events, and session activity to detect compromised accounts (T1078), privilege escalation, and insider threats through behavioral anomaly detection."
"What is Atomic Red Team?","Atomic Red Team is an open-source library of small, focused tests mapped to ATT&CK techniques. Each atomic test validates whether a specific detection works by executing the exact behavior the detection is designed to catch."
"What is CALDERA?","CALDERA is MITRE's open-source adversary emulation platform that chains ATT&CK techniques into automated attack sequences. It supports custom adversary profiles, agent-based execution, and integration with detection validation workflows."
"What is Infection Monkey?","Infection Monkey is an open-source breach and attack simulation tool that tests network segmentation and detections by safely propagating through the network using ATT&CK techniques, then reporting which movements were detected."
"What are adversary emulation plans?","Adversary emulation plans are step-by-step playbooks that replicate a specific threat group's documented ATT&CK techniques. MITRE publishes plans for groups like APT3, APT29, and FIN6 to guide purple team exercises."
"How do you emulate a specific threat group?","Select a threat group from ATT&CK, review their documented techniques and procedures, map those to available emulation tools like Atomic Red Team or CALDERA, execute the chain in a controlled environment, and measure detection coverage."
"How does adversary emulation test detection?","Execute ATT&CK techniques from an emulation plan in a controlled environment while monitoring your SIEM and EDR. Compare expected detections against actual alerts to measure detection effectiveness and find gaps."
"What is a purple team exercise?","A purple team exercise combines red team emulation of ATT&CK techniques with blue team detection validation in a collaborative session. Both teams work together to test, tune, and improve detections in real time."
"What is automated adversary emulation?","Automated adversary emulation uses tools like CALDERA or AttackIQ to continuously execute ATT&CK techniques against production-like environments, providing ongoing validation that detections remain effective as environments change."
"How do you measure detection gaps after emulation?","After running an emulation plan, compare the executed ATT&CK techniques against the alerts generated. Techniques that executed successfully without triggering detections are gaps. Prioritize gap closure by technique prevalence and impact."
"How do you compare expected vs actual detections?","Before emulation, list every ATT&CK technique in the plan and the expected detection for each. After execution, verify whether each detection fired, note any unexpected alerts, and calculate the hit rate as a coverage metric."
"What is the difference between emulation and simulation?","Emulation executes real ATT&CK techniques on real systems to test actual defenses, while simulation models attack behavior mathematically or in sandboxed environments without executing real malicious actions."
"What is the SCYTHE framework?","SCYTHE is a commercial adversary emulation platform that allows teams to build ATT&CK-mapped attack campaigns using modular actions, deploy them safely in production, and measure detection and response capabilities."
"What is AttackIQ?","AttackIQ is a breach and attack simulation platform that continuously validates security controls by executing ATT&CK-mapped tests. It provides automated coverage scoring and integrates with SIEM and EDR platforms for detection validation."
"What is SafeBreach?","SafeBreach is a breach and attack simulation platform that runs ATT&CK-mapped attack simulations across the kill chain, testing network, endpoint, and cloud defenses. It prioritizes remediation based on which simulated attacks succeeded."
"What are MITRE Engenuity ATT&CK Evaluations?","MITRE Engenuity runs independent evaluations where endpoint security vendors detect emulated threat group activity. Results show each vendor's visibility and detection capabilities against real-world ATT&CK technique chains without ranking or scoring."
"How do you read ATT&CK Evaluation results?","Each evaluation step is categorized as None (not detected), Telemetry (raw data visible), General (suspicious behavior flagged), Tactic (correctly identified goal), or Technique (correctly identified specific method). Higher categories indicate better detection quality."
"What are the detection categories in ATT&CK Evaluations?","The categories are: None (no detection), Telemetry (data collected but no alert), General (alert without ATT&CK context), Tactic (alert identifying the adversary goal), and Technique (alert identifying the specific ATT&CK technique used)."
"How do you compare vendor results in ATT&CK Evaluations?","Compare vendors by looking at technique-level detection counts, the ratio of analytic vs telemetry detections, detection delays, configuration changes required, and which specific techniques each vendor missed that matter to your threat model."
"What is the evaluation methodology?","Evaluations emulate a specific threat group's full attack chain in a controlled lab. Each step maps to an ATT&CK technique and is scored based on the vendor product's detection and visibility without prior tuning to the test scenario."
"How have ATT&CK Evaluations evolved across rounds?","Evaluations have progressed from APT3 (Round 1) through APT29 (Round 2), Carbanak/FIN7 (Round 3), Wizard Spider/Sandworm (Round 4), and Turla (Round 5), increasing in complexity, adding protection tests, and covering more platforms."
"How do you use evaluations for vendor selection?","Filter evaluation results by the threat groups and techniques most relevant to your industry, compare how vendors detect those specific techniques, and weigh analytic detections over telemetry-only visibility for your risk profile."
"What is the difference between telemetry and analytic detections?","Telemetry means the raw event data is collected and visible for investigation. Analytic detections mean the vendor's logic actively identified the behavior and created an alert, providing faster response and less analyst burden."
"How do evaluations handle delayed detections?","Some vendor detections occur with a delay due to cloud-based analysis or batch processing. ATT&CK Evaluations note these delays. Real-time analytic detections are more valuable than delayed ones for active threat response."
"Why is there no scoring in ATT&CK Evaluations?","MITRE Engenuity intentionally avoids ranking or scoring vendors because security needs vary by organization. Instead, they provide transparent per-step results so buyers can evaluate vendors against their own specific threat model and priorities."
"Why were sub-techniques added to ATT&CK?","Sub-techniques were introduced to provide more specific descriptions of adversary behavior while keeping the top-level technique matrix manageable. They capture variations like T1059.001 PowerShell vs T1059.003 Windows Command Shell under the parent T1059."
"What is T1059.001 PowerShell?","T1059.001 PowerShell is a sub-technique where adversaries use PowerShell commands and scripts for execution. Detect by logging PowerShell script block events (Event ID 4104), monitoring for encoded commands, and restricting PowerShell execution policies."
"What is T1059.003 Windows Command Shell?","T1059.003 covers adversaries using cmd.exe to execute commands. Monitor for unusual cmd.exe process trees, command-line arguments containing encoded content, and cmd.exe spawned by unexpected parent processes like Office applications."
"What is T1003.001 LSASS Memory?","T1003.001 covers dumping credentials from LSASS process memory using tools like Mimikatz, ProcDump, or comsvcs.dll. Defend with Credential Guard, Protected Process Light for LSASS, and monitoring for LSASS access events."
"What is T1021.001 Remote Desktop Protocol?","T1021.001 RDP covers adversaries using Remote Desktop for lateral movement. Detect by monitoring for RDP logins from unusual sources, enabling NLA, restricting RDP access with network segmentation, and monitoring Event ID 4624 Type 10 logons."
"What is T1071.001 Web Protocols?","T1071.001 covers C2 communications over HTTP and HTTPS. Detect by analyzing user-agent strings, JA3 hashes, beacon intervals, and URI patterns. SSL/TLS inspection can expose C2 traffic hidden within encrypted web sessions."
"What is T1543.003 Windows Service?","T1543.003 covers adversaries creating or modifying Windows services for persistence or privilege escalation. Monitor for new service installations via Event ID 7045, services with unusual binary paths, and services running as SYSTEM from temp directories."
"How do procedure examples enhance ATT&CK?","Procedure examples document how real threat actors implement specific techniques in actual intrusions. They transform abstract technique descriptions into concrete, actionable intelligence that defenders can use to build targeted detections."
"How do you integrate ATT&CK with risk frameworks?","Map ATT&CK techniques to business-critical assets and quantify risk by combining technique likelihood (from threat intelligence) with impact severity. This creates risk scores that integrate with frameworks like FAIR or organizational risk registers."
