Question,Answer
"What are BGP security concerns?","BGP lacks built-in authentication, making it vulnerable to route hijacking and leaks. Mitigations include RPKI (Resource Public Key Infrastructure), route filtering, and monitoring for anomalous announcements."
"What are the main VPN types?","Site-to-site VPNs connect entire networks, while remote access VPNs connect individual users. Common protocols include IPsec, WireGuard, and OpenVPN, each with different performance and security tradeoffs."
"What is SD-WAN?","SD-WAN (Software-Defined Wide Area Network) abstracts network hardware to enable centralized policy management, encrypted tunnels, and dynamic path selection across multiple WAN links."
"What is network access control (NAC)?","NAC enforces policies on devices before they connect to a network, checking for compliance with requirements like OS patches, antivirus status, and certificate presence before granting access."
"What is microsegmentation?","Microsegmentation applies fine-grained security policies at the workload or application level, restricting lateral movement even within the same network segment or VLAN."
"What is east-west traffic?","East-west traffic is network communication between servers or workloads within a data center, as opposed to north-south traffic entering or leaving the network. Most lateral movement by attackers occurs in east-west traffic."
"What is a proxy server?","A proxy server intermediates requests between clients and destination servers. Forward proxies control outbound access and enable content filtering; reverse proxies protect backend services and distribute load."
"What is DDoS mitigation?","DDoS mitigation uses techniques like traffic scrubbing, rate limiting, anycast distribution, and CDN absorption to defend against volumetric, protocol, and application-layer denial-of-service attacks."
"What is TLS/SSL?","TLS (Transport Layer Security) encrypts data in transit between clients and servers, providing confidentiality, integrity, and authentication. SSL is the deprecated predecessor; modern systems should use TLS 1.2 or 1.3."
"What is certificate management?","Certificate management involves issuing, renewing, revoking, and monitoring X.509 certificates used for TLS, code signing, and authentication. Expired or misconfigured certificates cause outages and security gaps."
"What is the OWASP Top 10?","The OWASP Top 10 is a regularly updated list of the most critical web application security risks, including injection, broken authentication, sensitive data exposure, and security misconfiguration."
"What is SQL injection?","SQL injection occurs when untrusted input is included in a database query without proper sanitization, allowing an attacker to read, modify, or delete data. Parameterized queries are the primary defense."
"What is cross-site scripting (XSS)?","XSS allows attackers to inject malicious scripts into web pages viewed by other users. Defenses include output encoding, content security policy headers, and input validation."
"What is cross-site request forgery (CSRF)?","CSRF tricks an authenticated user's browser into submitting unintended requests to a web application. Anti-CSRF tokens, SameSite cookie attributes, and origin validation are effective mitigations."
"What is server-side request forgery (SSRF)?","SSRF occurs when an attacker manipulates a server into making requests to unintended internal or external resources. Defenses include allowlisting permitted destinations and blocking access to metadata endpoints."
"What is insecure direct object reference (IDOR)?","IDOR occurs when an application exposes internal object references (like database IDs) without authorization checks, allowing attackers to access other users' data by modifying the reference."
"Why is input validation important?","Input validation rejects unexpected or malicious data at the application boundary. It should enforce type, length, range, and format constraints on all user-supplied input."
"What is output encoding?","Output encoding converts special characters into safe representations before rendering them in a specific context (HTML, JavaScript, URL). It prevents injection attacks like XSS."
"What are parameterized queries?","Parameterized queries separate SQL code from data by using placeholders for user input, ensuring the database treats input as data rather than executable SQL. They are the most effective defense against SQL injection."
"What is a content security policy (CSP)?","CSP is an HTTP header that restricts which sources can load scripts, styles, images, and other resources on a web page. It significantly reduces the impact of XSS attacks."
"What is CORS?","CORS (Cross-Origin Resource Sharing) is a browser mechanism that controls which external domains can access a web application's resources. Misconfigured CORS policies can expose APIs to unauthorized origins."
"What are secure HTTP headers?","Secure headers like Strict-Transport-Security, X-Content-Type-Options, X-Frame-Options, and Referrer-Policy instruct browsers to enforce security behaviors that mitigate common web attacks."
"What is SAST?","Static Application Security Testing (SAST) analyzes source code or compiled binaries for security vulnerabilities without executing the application. It catches issues early in the development lifecycle."
"What is DAST?","Dynamic Application Security Testing (DAST) tests running applications by sending crafted requests to find vulnerabilities like injection, authentication flaws, and misconfigurations from an external perspective."
"What is IAST?","Interactive Application Security Testing (IAST) combines static and dynamic techniques by instrumenting the application at runtime, providing precise vulnerability detection with low false positives."
"What is software composition analysis (SCA)?","SCA identifies open-source and third-party components in a codebase, checks them against known vulnerability databases, and flags license compliance issues."
"What is secure code review?","Secure code review is the manual or tool-assisted examination of source code to identify security flaws, logic errors, and deviations from secure coding standards before deployment."
"What is the shared responsibility model in cloud?","The shared responsibility model defines which security tasks the cloud provider handles (physical infrastructure, hypervisor) and which the customer owns (data, identity, application configuration, OS patching)."
"What is CSPM?","Cloud Security Posture Management (CSPM) continuously monitors cloud environments for misconfigurations, compliance violations, and security risks, providing automated remediation recommendations."
"What is CWPP?","Cloud Workload Protection Platforms (CWPP) secure workloads across VMs, containers, and serverless functions with capabilities like vulnerability scanning, runtime protection, and integrity monitoring."
"What is a CASB?","A Cloud Access Security Broker (CASB) sits between users and cloud services to enforce security policies, provide visibility into shadow IT, and control data movement to and from cloud applications."
"How does cloud IAM differ from on-premises IAM?","Cloud IAM operates through API-driven policies with fine-grained resource-level permissions, temporary credentials, and service roles. It requires understanding provider-specific policy languages and inheritance models."
"What are storage bucket security risks?","Misconfigured cloud storage buckets are a leading cause of data breaches. Defenses include blocking public access by default, enabling access logging, encrypting data at rest, and applying least-privilege bucket policies."
"What is VPC design for security?","A well-designed VPC uses public and private subnets, security groups, network ACLs, and VPC flow logs to isolate workloads, control traffic flow, and detect anomalous network behavior."
"Why is cloud logging important?","Cloud logging services like AWS CloudTrail, Azure Activity Log, and GCP Audit Logs provide an immutable record of API calls and configuration changes essential for incident detection and forensic investigation."
"What is serverless security?","Serverless security focuses on function-level permissions, input validation, dependency scanning, and execution time limits since the provider manages the underlying infrastructure but the customer owns the code and configuration."
"What is container security?","Container security spans image scanning for vulnerabilities, using minimal base images, running as non-root, applying resource limits, and securing the container runtime and orchestration layer."
"What are Kubernetes security concerns?","Kubernetes security requires hardening the API server, enforcing pod security standards, using network policies, scanning images, managing secrets securely, and enabling audit logging for the control plane."
"What is cloud encryption?","Cloud encryption protects data at rest (using provider-managed or customer-managed keys) and in transit (using TLS). Key management, rotation policies, and envelope encryption are critical design decisions."
"What is a multi-cloud security strategy?","Multi-cloud security requires consistent identity management, centralized logging, unified policy enforcement, and tooling that works across providers to avoid visibility gaps and configuration drift."
"What is cloud compliance?","Cloud compliance means meeting regulatory and industry standards (SOC 2, PCI DSS, HIPAA) within cloud environments. Providers offer compliance certifications, but customers must configure their resources to meet requirements."
"What is the difference between symmetric and asymmetric encryption?","Symmetric encryption uses one shared key for both encryption and decryption, offering speed. Asymmetric encryption uses a key pair (public and private), enabling secure key exchange and digital signatures but at higher computational cost."
"What is AES?","AES (Advanced Encryption Standard) is a symmetric block cipher widely used for data encryption. AES-256 with GCM mode provides both confidentiality and integrity and is approved for protecting classified information."
"What is RSA?","RSA is an asymmetric cryptographic algorithm used for key exchange, digital signatures, and encryption. Key sizes of 2048 bits or greater are recommended; RSA is being gradually supplemented by elliptic curve alternatives."
"What is elliptic curve cryptography (ECC)?","ECC provides equivalent security to RSA with much smaller key sizes, resulting in faster operations and lower bandwidth. Common curves include P-256 and Curve25519."
"What is SHA-256?","SHA-256 is a cryptographic hash function that produces a fixed 256-bit output from any input. It is used for data integrity verification, digital signatures, and password storage (with proper salting and stretching)."
"What is HMAC?","HMAC (Hash-based Message Authentication Code) combines a cryptographic hash function with a secret key to verify both data integrity and authenticity. It is widely used in API authentication and message verification."
"What is a digital signature?","A digital signature uses asymmetric cryptography to prove that a message or document was created by the claimed sender and has not been altered. The signer uses their private key; anyone can verify with the public key."
"What is PKI?","Public Key Infrastructure (PKI) is the framework of policies, hardware, software, and procedures for creating, managing, distributing, and revoking digital certificates that bind public keys to identities."
"What is a certificate authority (CA)?","A certificate authority is a trusted entity that issues, signs, and revokes digital certificates. The CA validates the identity of certificate requestors and maintains certificate revocation lists."
"What are key management best practices?","Keys should be generated using cryptographically secure methods, stored in hardware security modules or key management services, rotated on schedule, and destroyed securely when retired."
"How does a TLS handshake work?","The TLS handshake negotiates protocol version, selects cipher suites, authenticates the server via its certificate, and establishes shared session keys. TLS 1.3 simplifies this to a single round trip."
"What is post-quantum cryptography?","Post-quantum cryptography develops algorithms resistant to attacks by quantum computers. NIST has standardized lattice-based schemes like ML-KEM and ML-DSA as replacements for RSA and ECC."
"What is a SIEM?","A Security Information and Event Management (SIEM) system aggregates logs from across the environment, correlates events, generates alerts, and supports investigation. It is the central nervous system of a security operations center."
"What is SOAR?","Security Orchestration, Automation, and Response (SOAR) platforms automate repetitive SOC tasks like enrichment, triage, and containment by executing predefined playbooks triggered by alerts or analyst actions."
"What are SOC tiers (L1, L2, L3)?","L1 analysts handle initial alert triage and escalation, L2 analysts perform deeper investigation and containment, and L3 analysts conduct advanced threat hunting, malware analysis, and incident command."
"What is alert triage?","Alert triage is the process of evaluating security alerts to determine severity, validity, and required response. Effective triage reduces alert fatigue by filtering false positives and prioritizing genuine threats."
"What is threat intelligence?","Threat intelligence is analyzed information about adversary tactics, techniques, infrastructure, and intent. It informs detection rules, vulnerability prioritization, and strategic security decisions."
"What is threat hunting?","Threat hunting is the proactive search for adversary activity that evades automated detection. Hunters form hypotheses based on intelligence and environmental knowledge, then investigate using telemetry and forensic data."
"What are YARA rules?","YARA rules define patterns of strings, byte sequences, and conditions to identify and classify malware samples. They are used in endpoint scanning, malware repositories, and threat intelligence sharing."
"What are Sigma rules?","Sigma rules are a vendor-agnostic format for describing log-based detection logic. They can be converted into queries for various SIEM platforms, enabling portable and shareable detection content."
"What is mean time to detect (MTTD)?","MTTD measures the average time between when a security incident begins and when it is detected. Lower MTTD reduces attacker dwell time and limits potential damage."
"What is mean time to respond (MTTR)?","MTTR measures the average time from incident detection to containment or resolution. Reducing MTTR through automation, playbooks, and preparation limits the scope and cost of breaches."
"What are security metrics?","Security metrics quantify the effectiveness of controls and operations, including MTTD, MTTR, patch compliance rates, vulnerability age, phishing click rates, and coverage gaps across detection rules."
"What are runbooks and playbooks?","Runbooks document step-by-step procedures for routine operational tasks, while playbooks provide structured response workflows for specific incident types. Both reduce response time and ensure consistency."
"What are tabletop exercises?","Tabletop exercises are discussion-based simulations where teams walk through incident scenarios to test response plans, identify gaps, and improve coordination without impacting production systems."
"What is a war room?","A war room is a dedicated physical or virtual space where incident responders coordinate during a major security event. It centralizes communication, decision-making, and status tracking."
"What is the NIST Cybersecurity Framework (CSF)?","NIST CSF organizes security activities into five functions: Identify, Protect, Detect, Respond, and Recover. It provides a common language for managing cybersecurity risk across organizations of any size."
"What is ISO 27001?","ISO 27001 is an international standard for information security management systems (ISMS). It requires organizations to systematically manage risks through defined controls, documentation, and continuous improvement."
"What is SOC 2?","SOC 2 is an audit framework that evaluates an organization's controls related to security, availability, processing integrity, confidentiality, and privacy. Type II reports assess control effectiveness over a period of time."
"What is PCI DSS?","PCI DSS (Payment Card Industry Data Security Standard) is a set of security requirements for organizations that handle credit card data, covering network security, encryption, access control, and monitoring."
"What is HIPAA?","HIPAA (Health Insurance Portability and Accountability Act) establishes requirements for protecting the confidentiality, integrity, and availability of protected health information (PHI) in healthcare organizations."
"What is GDPR?","GDPR (General Data Protection Regulation) is an EU regulation governing the collection, processing, and storage of personal data. It requires lawful basis for processing, data subject rights, breach notification, and privacy by design."
"What is a risk assessment methodology?","A risk assessment methodology provides a structured approach to identifying assets, threats, and vulnerabilities, then evaluating likelihood and impact to prioritize mitigation efforts. Common frameworks include NIST SP 800-30 and FAIR."
"What is a security policy?","A security policy is a formal document that defines an organization's security objectives, responsibilities, acceptable behaviors, and enforcement measures. It serves as the foundation for all security controls and procedures."
"What is an acceptable use policy?","An acceptable use policy defines how employees may use organizational IT resources including email, internet, devices, and data. It sets boundaries and consequences for policy violations."
"What is data classification?","Data classification categorizes information by sensitivity level (e.g., public, internal, confidential, restricted) to determine handling, storage, transmission, and access requirements for each category."
"What is a data retention policy?","A data retention policy specifies how long different types of data must be stored and when they must be securely destroyed. It balances regulatory requirements, business needs, and storage costs."
"What is audit logging?","Audit logging captures a tamper-resistant record of security-relevant actions such as authentication events, privilege changes, data access, and configuration modifications for compliance and forensic purposes."
"What is the difference between antivirus, EDR, and XDR?","Antivirus uses signature-based detection for known malware. EDR adds behavioral analysis and response capabilities at the endpoint. XDR extends detection and response across endpoints, network, cloud, and email in a unified platform."
"What is a host-based firewall?","A host-based firewall filters network traffic at the individual system level, providing defense even when the host is on an untrusted network. It should be configured to deny all inbound connections except those explicitly required."
"What is application whitelisting?","Application whitelisting permits only approved executables to run on a system, blocking all unauthorized software. It is one of the most effective controls against malware and unauthorized tool execution."
"What is device hardening?","Device hardening reduces attack surface by removing unnecessary software, disabling unused services, applying secure configurations, and enabling security features like Secure Boot and credential guard."
"What is mobile device management (MDM)?","MDM solutions enforce security policies on mobile devices including encryption requirements, passcode complexity, remote wipe capability, app restrictions, and OS update compliance."
"What is a BYOD policy?","A BYOD (Bring Your Own Device) policy defines security requirements for personal devices accessing organizational resources, typically including containerization, minimum OS versions, and acceptable use restrictions."
"What is full-disk encryption?","Full-disk encryption protects all data on a storage device so that it cannot be read without proper authentication, even if the device is physically stolen. BitLocker and FileVault are common implementations."
"Why should USB ports be controlled?","Uncontrolled USB access enables data exfiltration, malware introduction, and rubber ducky attacks. Controls include disabling USB storage via policy, using endpoint DLP, and deploying USB device whitelisting."
"What is endpoint patching?","Endpoint patching applies security updates to operating systems and applications on workstations and servers. Automated patch management with testing and rollback capabilities ensures timely remediation of vulnerabilities."
"What is a host-based intrusion prevention system?","A host-based IPS monitors system calls, file access, and registry changes to detect and block malicious behavior at the endpoint level, providing an additional defense layer beyond network-based controls."
"What are digital forensics basics?","Digital forensics involves the identification, preservation, collection, analysis, and reporting of digital evidence in a legally defensible manner. Every step must maintain evidence integrity and chain of custody."
"What is chain of custody?","Chain of custody is the documented chronological record of who handled evidence, when, and what actions were taken. It ensures evidence integrity and admissibility in legal proceedings."
"What is disk imaging in forensics?","Disk imaging creates a bit-for-bit copy of a storage device for forensic analysis, preserving the original evidence. Write blockers prevent any modification to the source media during acquisition."
"What is memory forensics?","Memory forensics analyzes the contents of RAM to find running processes, network connections, encryption keys, and malware that exists only in memory. Tools like Volatility extract artifacts from memory dumps."
"How is log analysis used in investigations?","Log analysis in investigations involves correlating timestamps, source IPs, user accounts, and actions across multiple log sources to reconstruct the sequence of events and determine the scope of a breach."
"What is timeline analysis?","Timeline analysis reconstructs the chronological sequence of system events from file system timestamps, logs, and artifacts to understand attacker actions, lateral movement, and data access patterns."
"What are malware analysis basics?","Malware analysis determines a sample's capabilities, communication channels, and persistence mechanisms. Static analysis examines code without execution; dynamic analysis runs the sample in a sandbox to observe behavior."
"What is network forensics?","Network forensics captures and analyzes network traffic to detect intrusions, reconstruct attacker communications, and identify data exfiltration. Full packet capture and flow data are the primary evidence sources."
"What is evidence preservation?","Evidence preservation ensures digital evidence remains unaltered from collection through legal proceedings. It requires cryptographic hashing, secure storage, access controls, and documented handling procedures."
"What are common forensic tools?","Common forensic tools include EnCase and FTK for disk analysis, Volatility for memory forensics, Wireshark for packet analysis, Autopsy for open-source investigations, and Plaso for timeline generation."
"What is vulnerability scanning?","Vulnerability scanning uses automated tools to identify known weaknesses in systems, applications, and configurations. Scans should run regularly, cover all assets, and feed into a prioritized remediation workflow."
"What is the CVSS scoring system?","CVSS (Common Vulnerability Scoring System) rates vulnerabilities from 0 to 10 based on exploitability, impact, and environmental factors. Scores help prioritize remediation but should be combined with threat context."
"What is the CVE system?","CVE (Common Vulnerabilities and Exposures) assigns unique identifiers to publicly known vulnerabilities, enabling consistent communication and tracking across tools, vendors, and organizations."
"What are exploit databases?","Exploit databases like Exploit-DB catalog publicly available exploit code for known vulnerabilities. Security teams use them to assess real-world exploitability and prioritize patching for vulnerabilities with active exploits."
"What is responsible disclosure?","Responsible disclosure is the practice of privately reporting a vulnerability to the affected vendor and allowing reasonable time for a fix before public disclosure. It balances transparency with protection."
"What are bug bounty programs?","Bug bounty programs offer financial rewards to external researchers who discover and report security vulnerabilities. They extend an organization's testing capabilities and encourage responsible disclosure."
"Why is asset inventory critical for vulnerability management?","You cannot protect what you do not know about. A complete, current asset inventory is the foundation for effective vulnerability scanning, patching, and risk assessment across all hardware, software, and cloud resources."
"What is attack surface management?","Attack surface management continuously discovers, inventories, and monitors an organization's external-facing assets including domains, IPs, APIs, and cloud resources to identify exposures before attackers do."
"What is risk-based vulnerability prioritization?","Risk-based prioritization combines CVSS scores with asset criticality, threat intelligence, exploit availability, and business context to focus remediation on vulnerabilities that pose the greatest actual risk."
"What are remediation SLAs?","Remediation SLAs define maximum timeframes for fixing vulnerabilities based on severity (e.g., critical within 24 hours, high within 7 days). They create accountability and ensure consistent patch timelines."
"How is AI used in cybersecurity?","AI enhances threat detection through behavioral analytics, automates alert triage, powers malware classification, and enables adaptive response. However, it also introduces new attack vectors like adversarial ML and model poisoning."
"What are deepfake security risks?","Deepfakes use AI to create convincing fake audio, video, or images that can bypass voice-based authentication, enable CEO fraud, and power sophisticated social engineering attacks."
"What are supply chain attacks?","Supply chain attacks compromise a trusted vendor, library, or update mechanism to infiltrate downstream targets. SolarWinds and the XZ Utils backdoor demonstrated how a single compromised component can affect thousands of organizations."
"What is the zero-day market?","Zero-day vulnerabilities are unknown to vendors and have no patches. They are traded in both legitimate (bug bounty) and underground markets, and their exploitation can bypass all signature-based defenses."
"What is ransomware-as-a-service (RaaS)?","RaaS is a business model where ransomware developers lease their tools and infrastructure to affiliates in exchange for a share of ransom payments, lowering the barrier to entry for cybercriminals."
"What are living-off-the-land techniques?","Living-off-the-land (LOL) techniques use legitimate system tools like PowerShell, WMI, and certutil to execute attacks, making detection harder because the tools are expected to be present and running."
"What is fileless malware?","Fileless malware operates entirely in memory or abuses legitimate system processes, leaving minimal forensic artifacts on disk. Detection requires memory analysis, behavioral monitoring, and script block logging."
"What is API security?","API security protects application programming interfaces from abuse through authentication, authorization, rate limiting, input validation, and schema enforcement. APIs are increasingly the primary attack surface for modern applications."
"What is DevSecOps?","DevSecOps integrates security testing and controls into every phase of the CI/CD pipeline, including SAST, SCA, container scanning, infrastructure-as-code checks, and automated compliance validation."
"What is security chaos engineering?","Security chaos engineering intentionally introduces controlled security failures into production systems to validate that detection, alerting, and response mechanisms work as expected under real conditions."
"What is change management in security?","Change management requires all system modifications to be documented, reviewed, approved, tested, and reversible. Unauthorized changes are a leading cause of outages and security incidents."
"What is configuration management?","Configuration management maintains consistent, documented system settings across an environment using tools like Ansible, Puppet, or Group Policy. Configuration drift from baselines creates vulnerabilities."
"What is a disaster recovery plan?","A disaster recovery plan defines how an organization restores IT systems and data after a major disruption. It includes recovery procedures, communication plans, roles, and regular testing."
"What is business continuity planning?","Business continuity planning ensures critical business functions can continue during and after a disaster. It encompasses disaster recovery but also covers people, processes, facilities, and supply chains."
"What are RTO and RPO?","Recovery Time Objective (RTO) is the maximum acceptable downtime. Recovery Point Objective (RPO) is the maximum acceptable data loss measured in time. Together they drive backup frequency and recovery architecture decisions."
"What is the 3-2-1 backup rule?","The 3-2-1 rule prescribes maintaining three copies of data on two different media types with one copy stored offsite. Modern variations add keeping one copy offline or immutable to defend against ransomware."
"What is separation of duties?","Separation of duties divides critical tasks among multiple people so that no single individual can complete a high-risk action alone. It prevents fraud and reduces the impact of compromised accounts."
"What is dual control?","Dual control requires two or more authorized individuals to simultaneously perform an action, such as approving a production deployment or accessing a key management system. It provides stronger protection than separation of duties for critical operations."
"What is a security architecture review?","A security architecture review evaluates system designs against security requirements, threat models, and best practices before implementation. It identifies structural weaknesses that are costly to fix after deployment."
"What are the types of penetration testing?","Black-box testing simulates an external attacker with no inside knowledge, white-box testing provides full access to source code and architecture, and gray-box testing gives partial information. Each type reveals different categories of vulnerabilities."
"What is social engineering?","Social engineering manipulates human psychology to bypass security controls. Attackers exploit trust, urgency, authority, and curiosity to trick people into revealing information or performing actions that compromise security."
"What is pretexting?","Pretexting is a social engineering technique where an attacker creates a fabricated scenario (pretext) to establish trust and extract information. Examples include impersonating IT support, auditors, or vendors."
"What is tailgating?","Tailgating (or piggybacking) is a physical security attack where an unauthorized person follows an authorized individual through a secure door or entrance without presenting their own credentials."
"What is vishing?","Vishing (voice phishing) uses phone calls to trick targets into revealing sensitive information or performing actions. Caller ID spoofing and AI-generated voices make vishing attacks increasingly convincing."
"What are insider threats?","Insider threats come from current or former employees, contractors, or partners who misuse their legitimate access. They can be malicious (intentional data theft) or negligent (accidental data exposure)."
"What is security culture?","Security culture refers to the collective attitudes, beliefs, and behaviors of an organization's members regarding security. A strong security culture makes secure behavior the default rather than an afterthought."
"What are phishing simulation programs?","Phishing simulation programs send controlled fake phishing emails to employees to measure susceptibility, provide immediate training on failures, and track improvement over time as part of security awareness efforts."
"What is role-based access control (RBAC)?","RBAC assigns permissions to predefined roles rather than individual users. Users inherit permissions by being assigned to roles, simplifying administration and reducing the risk of excessive privileges."
"What is attribute-based access control (ABAC)?","ABAC makes access decisions by evaluating attributes of the user, resource, action, and environment at request time. It enables fine-grained, context-aware policies that RBAC alone cannot express."
"What is a zero-day vulnerability?","A zero-day vulnerability is a flaw unknown to the vendor with no available patch. Defenders rely on behavioral detection, network segmentation, and exploit mitigation techniques until a fix is released."
"What is data loss prevention (DLP)?","DLP tools monitor and control data in motion, at rest, and in use to prevent unauthorized disclosure of sensitive information. Policies can block, quarantine, or alert on data transfers that violate rules."
"What is network traffic analysis (NTA)?","NTA tools monitor network flows and packet metadata to detect anomalies, lateral movement, command-and-control activity, and data exfiltration that signature-based tools may miss."
"What is the MITRE ATT&CK framework?","MITRE ATT&CK is a knowledge base of adversary tactics, techniques, and procedures (TTPs) observed in real-world attacks. It helps defenders map detection coverage, prioritize gaps, and communicate about threats consistently."
"What is a honeypot?","A honeypot is a decoy system designed to attract and detect attackers. It provides early warning of intrusion attempts and can reveal attacker tools, techniques, and objectives without risking production assets."
"What is security orchestration?","Security orchestration connects disparate security tools and data sources through APIs and workflows, enabling automated enrichment, correlation, and response actions that reduce manual effort and speed up incident handling."
"What is a security operations center (SOC)?","A SOC is a centralized team responsible for monitoring, detecting, analyzing, and responding to security incidents around the clock. It combines people, processes, and technology to protect the organization."
"What is threat intelligence sharing?","Threat intelligence sharing involves exchanging indicators, TTPs, and adversary information between organizations using standards like STIX/TAXII. It improves collective defense by enabling faster detection of known threats."
"What is secure software development lifecycle (SSDLC)?","SSDLC integrates security activities into every phase of software development, from requirements and design through coding, testing, deployment, and maintenance, rather than treating security as a final gate."
"What is infrastructure as code (IaC) security?","IaC security involves scanning configuration files (Terraform, CloudFormation, Kubernetes manifests) for misconfigurations, hardcoded secrets, and compliance violations before infrastructure is provisioned."
